id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
709864,AL,INDIVIDUAL,10+ years,Walmart Stores,C,MORTGAGE,11-04-2021,14-04-2021,14-04-2021,Fully Paid,14-05-2021,902541,major purchase,C1, 60 months,Verified,48000.0,0.0055,487.94,0.1268,21600,25,27861
622844,NY,INDIVIDUAL,10+ years,marcy correctional,F,OWN,10-12-2021,16-04-2021,11-12-2021,Charged Off,11-01-2022,798237,Debt consolidation,F3, 60 months,Not Verified,51000.0,0.2332,35.97,0.1854,1400,66,488
855020,NC,INDIVIDUAL,< 1 year,"Cisco Systems, Inc.",B,MORTGAGE,11-08-2021,16-05-2021,14-02-2021,Fully Paid,14-03-2021,1067314,credit card,B3, 36 months,Verified,186000.0,0.1841,121.12,0.1099,3700,63,4331
885312,TX,INDIVIDUAL,10+ years,Military,B,RENT,11-09-2021,16-05-2021,13-12-2021,Fully Paid,13-01-2022,1100929,Debt consolidation,B3, 36 months,Verified,61200.0,0.1961,992.28,0.1171,30000,23,35015
771528,CA,INDIVIDUAL,10+ years,California Department of Corrections,B,MORTGAGE,11-06-2021,16-05-2021,14-06-2021,Fully Paid,14-07-2021,973317,other,B3, 36 months,Verified,85000.0,0.1279,785.62,0.1099,24000,24,28282
482505,MA,INDIVIDUAL,< 1 year,Tradesmen International,D,RENT,10-05-2021,15-10-2021,13-02-2021,Fully Paid,13-03-2021,613785,Debt consolidation,D5, 36 months,Verified,45760.0,0.1259,422.33,0.1607,12000,14,15182
1014023,NV,INDIVIDUAL,1 year,affinity gamming llc,B,RENT,11-11-2021,16-05-2021,16-05-2021,Current,16-06-2021,1241374,Debt consolidation,B5, 60 months,Source Verified,40000.0,0.2148,361.52,0.1269,16000,10,19475
646293,MD,INDIVIDUAL,10+ years,D.C. SUPERIOR COURT,B,MORTGAGE,11-01-2021,16-05-2021,14-01-2021,Fully Paid,14-02-2021,826911,other,B4, 36 months,Verified,86004.0,0.1913,96.79,0.0999,3000,46,3485
1058060,MD,INDIVIDUAL,10+ years,,D,OWN,02-02-2021,16-05-2021,15-02-2021,Fully Paid,15-03-2021,1289636,car,D1, 36 months,Not Verified,40000.0,0.0957,176.51,0.1629,5000,13,6361
613800,FL,INDIVIDUAL,< 1 year,Lakeside Pediatrics,B,RENT,10-11-2021,14-08-2021,13-12-2021,Fully Paid,13-01-2022,786928,credit card,B4, 36 months,Source Verified,140000.0,0.0547,161.32,0.0999,5000,10,5808
529066,MA,INDIVIDUAL,6 years,iParty Corp.,A,RENT,10-06-2021,14-03-2021,12-10-2021,Fully Paid,12-11-2021,684225,other,A3, 36 months,Source Verified,37595.0,0.1305,297.04,0.0714,9600,34,10599
488138,VT,INDIVIDUAL,9 years,Agfa HealthCare,B,RENT,10-03-2021,16-03-2021,13-03-2021,Fully Paid,13-04-2021,622403,Debt consolidation,B1, 36 months,Not Verified,62692.0,0.2056,425.18,0.0988,13200,26,15307
569938,CA,INDIVIDUAL,5 years,Walker & Moody Architects,B,RENT,10-10-2021,14-02-2021,13-11-2021,Fully Paid,13-12-2021,733208,credit card,B4, 36 months,Not Verified,60000.0,0.1006,225.84,0.0999,7000,10,8131
558003,NJ,INDIVIDUAL,2 years,KinderCare,D,RENT,10-08-2021,16-05-2021,10-12-2021,Charged Off,10-01-2022,718373,Debt consolidation,D3, 36 months,Source Verified,14400.0,0.0617,69.91,0.1558,2000,4,279
856621,OH,INDIVIDUAL,4 years,Department of the Army,B,MORTGAGE,11-09-2021,16-05-2021,15-04-2021,Fully Paid,15-05-2021,1069003,Debt consolidation,B5, 60 months,Verified,55000.0,0.1992,500.39,0.1199,35000,28,29315
144635,FL,INDIVIDUAL,2 years,"MGTS, Inc",D,MORTGAGE,07-11-2021,16-05-2021,08-10-2021,Charged Off,08-11-2021,144623,Debt consolidation,D4, 36 months,Not Verified,75000.0,0.2485,839.95,0.128,25000,33,9239
968701,OH,INDIVIDUAL,3 years,ADP,C,MORTGAGE,11-10-2021,15-01-2021,14-12-2021,Fully Paid,14-01-2022,1189689,Debt consolidation,C2, 60 months,Verified,85000.0,0.0884,468.17,0.1427,20000,24,26806
974781,KS,INDIVIDUAL,6 years,McKesson Specialty Health,A,OWN,11-10-2021,11-11-2021,11-11-2021,Fully Paid,11-12-2021,1196876,car,A4, 60 months,Not Verified,60000.0,0.0904,283.2,0.079,14000,50,14092
503148,FL,INDIVIDUAL,5 years,rust tech,B,MORTGAGE,10-04-2021,14-04-2021,12-09-2021,Fully Paid,12-10-2021,647428,other,B3, 36 months,Not Verified,43000.0,0.1058,227.92,0.1062,7000,12,8132
517686,NY,INDIVIDUAL,10+ years,Peninsula Counseling Center,A,MORTGAGE,10-05-2021,16-02-2021,15-06-2021,Fully Paid,15-07-2021,669097,credit card,A4, 60 months,Not Verified,126000.0,0.1428,174.88,0.0751,14000,29,10492
710759,NY,INDIVIDUAL,10+ years,Royal Realty corp.,A,RENT,11-06-2021,16-04-2021,14-06-2021,Fully Paid,14-07-2021,903529,credit card,A5, 36 months,Not Verified,46000.0,0.1983,220.95,0.0849,7000,24,7954
876693,NY,INDIVIDUAL,10+ years,foremost equipment,B,MORTGAGE,11-09-2021,14-02-2021,14-02-2021,Fully Paid,14-03-2021,1091301,Debt consolidation,B5, 36 months,Not Verified,83000.0,0.134,182.66,0.1199,5500,16,6512
489370,VA,INDIVIDUAL,2 years,Universal Health Services,B,MORTGAGE,10-03-2021,16-03-2021,10-09-2021,Fully Paid,10-10-2021,624359,home improvement,B4, 36 months,Not Verified,125555.0,0.1332,294.62,0.1099,9000,58,9465
467760,AZ,INDIVIDUAL,10+ years,Verizon Business,C,MORTGAGE,09-12-2021,16-05-2021,12-02-2021,Fully Paid,12-03-2021,588624,credit card,C2, 36 months,Not Verified,75000.0,0.0773,287.31,0.1322,8500,35,10177
596426,NJ,INDIVIDUAL,4 years,Zeigler Ranalli Development,D,RENT,10-10-2021,13-10-2021,13-11-2021,Fully Paid,13-12-2021,765644,other,D5, 36 months,Source Verified,30000.0,0.0368,105.95,0.1632,3000,5,3814
1057140,NY,INDIVIDUAL,1 year,Mineola Animal Hospital,A,RENT,11-12-2021,15-01-2021,15-01-2021,Fully Paid,15-02-2021,1288696,credit card,A4, 36 months,Not Verified,25000.0,0.109,175.23,0.079,5600,8,6323
1050212,CA,INDIVIDUAL,1 year,LAMPE CHRYSLER DODGE JEEP RAM,B,MORTGAGE,11-12-2021,16-02-2021,15-02-2021,Fully Paid,15-03-2021,1281433,credit card,B5, 36 months,Not Verified,55000.0,0.1228,553.49,0.1269,16500,29,19944
854413,NJ,INDIVIDUAL,< 1 year,Johanson Manufacturing,F,RENT,11-08-2021,13-09-2021,13-09-2021,Fully Paid,13-10-2021,1066657,other,F4, 60 months,Source Verified,50000.0,0.0682,256.21,0.2136,9400,5,12918
843621,NY,INDIVIDUAL,6 years,84 LUMBER,B,MORTGAGE,11-08-2021,14-01-2021,13-01-2021,Fully Paid,13-02-2021,1054428,Debt consolidation,B4, 36 months,Not Verified,75000.0,0.0502,164.86,0.1149,5000,18,5655
806080,OR,INDIVIDUAL,10+ years,OREGON HEALTH & SCIENCE UNIVERSITY,C,RENT,11-07-2021,12-04-2021,12-04-2021,Fully Paid,12-05-2021,1012240,Debt consolidation,C1, 36 months,Verified,125000.0,0.1606,707.48,0.1299,21000,51,22855
514276,CA,INDIVIDUAL,10+ years,Bon Pest Control,B,MORTGAGE,10-05-2021,16-03-2021,11-10-2021,Fully Paid,11-11-2021,664741,credit card,B1, 36 months,Verified,78000.0,0.2446,32.22,0.0988,1000,49,1107
464266,WA,INDIVIDUAL,1 year,Bellevue College,B,MORTGAGE,09-12-2021,12-12-2021,12-12-2021,Fully Paid,12-01-2022,581796,major purchase,B4, 36 months,Not Verified,66420.0,0.1984,133.2,0.1218,4000,13,4795
727157,AZ,INDIVIDUAL,10+ years,Mall SPE LLC,E,MORTGAGE,11-04-2021,14-09-2021,11-06-2021,Fully Paid,11-07-2021,922648,credit card,E3, 60 months,Source Verified,100000.0,0.2252,186.96,0.1714,7500,18,7608
843299,CT,INDIVIDUAL,5 years,City of Stamford,D,MORTGAGE,11-09-2021,14-07-2021,14-07-2021,Fully Paid,14-08-2021,1054077,home improvement,D2, 60 months,Verified,76000.0,0.0079,850.95,0.1599,35000,40,47528
622996,MA,INDIVIDUAL,10+ years,new england outdoor wood products,A,RENT,10-12-2021,16-04-2021,13-12-2021,Fully Paid,13-01-2022,798441,Debt consolidation,A2, 36 months,Not Verified,40000.0,0.168,303.27,0.0579,10000,14,10918
474431,CA,INDIVIDUAL,< 1 year,Five-Star AudioVisual,A,RENT,10-01-2021,15-07-2021,13-02-2021,Fully Paid,13-03-2021,600107,major purchase,A5, 36 months,Not Verified,37000.0,0.2141,254.18,0.0894,8000,9,9151
1048987,FL,INDIVIDUAL,10+ years,Fidelity Information Services,A,MORTGAGE,11-12-2021,14-05-2021,14-05-2021,Fully Paid,14-06-2021,1280133,moving,A1, 36 months,Verified,60000.0,0.1208,304.36,0.0603,10000,11,10915
394840,NY,INDIVIDUAL,10+ years,Self Employed,B,MORTGAGE,09-04-2021,16-03-2021,12-05-2021,Fully Paid,12-06-2021,432559,other,B4, 36 months,Not Verified,60000.0,0.0162,212.25,0.1189,6400,18,7641
770177,NJ,INDIVIDUAL,4 years,Dyna Web Solutions,D,RENT,11-06-2021,12-02-2021,11-09-2021,Charged Off,11-10-2021,971772,Debt consolidation,D3, 60 months,Verified,95004.0,0.0148,147.48,0.1649,6000,6,703
640466,CT,INDIVIDUAL,2 years,Yale University,B,RENT,11-01-2021,15-04-2021,14-01-2021,Fully Paid,14-02-2021,819897,Debt consolidation,B3, 36 months,Not Verified,48000.0,0.1715,466.9,0.0962,14550,35,16806
717661,FL,INDIVIDUAL,4 years,Sims Crane,C,RENT,11-04-2021,14-04-2021,14-04-2021,Fully Paid,14-05-2021,911764,Debt consolidation,C4, 36 months,Not Verified,54000.0,0.1231,272.65,0.138,8000,6,9815
455152,TX,INDIVIDUAL,3 years,Augmentity,D,MORTGAGE,09-11-2021,15-09-2021,12-11-2021,Fully Paid,12-12-2021,564331,small business,D5, 36 months,Not Verified,160000.0,0.0531,703.15,0.16,20000,43,25315
250422,VA,INDIVIDUAL,< 1 year,Kaulkin Ginsberg,B,RENT,08-02-2021,08-01-2021,08-05-2021,Fully Paid,08-06-2021,227948,small business,B2, 36 months,Not Verified,63000.0,0.027,128.62,0.0976,4000,17,4095
202720,CO,INDIVIDUAL,< 1 year,Cap Logistics,A,RENT,08-01-2021,09-02-2021,09-02-2021,Fully Paid,09-03-2021,181632,Debt consolidation,A4, 36 months,Not Verified,24600.0,0.0995,313.69,0.0807,10000,16,10742
677324,FL,INDIVIDUAL,9 years,Target,B,MORTGAGE,11-02-2021,16-05-2021,12-03-2021,Fully Paid,12-04-2021,865404,small business,B4, 36 months,Verified,83000.0,0.1917,391.39,0.1074,12000,55,13116
782786,DC,INDIVIDUAL,5 years,Esri,E,RENT,11-06-2021,16-05-2021,16-05-2021,Current,16-06-2021,985812,small business,E1, 60 months,Not Verified,65000.0,0.0711,543.31,0.1799,35000,17,31490
670717,VA,INDIVIDUAL,10+ years,United States Air Force,C,MORTGAGE,11-02-2021,15-10-2021,15-10-2021,Fully Paid,15-11-2021,857438,moving,C1, 60 months,Verified,65000.0,0.1938,180.72,0.1268,8000,27,10877
738012,FL,INDIVIDUAL,9 years,Hillsborough County Sheriff's Office,B,RENT,11-04-2021,13-08-2021,13-08-2021,Fully Paid,13-09-2021,935299,Debt consolidation,B1, 36 months,Source Verified,57000.0,0.0771,706.07,0.0963,22000,27,25182
347213,CA,INDIVIDUAL,10+ years,Web Service Company LLC,D,MORTGAGE,08-05-2021,11-03-2021,10-10-2021,Charged Off,10-11-2021,330591,credit card,D4, 36 months,Not Verified,55000.0,0.2151,254.7,0.1355,7500,19,7463
432229,NJ,INDIVIDUAL,< 1 year,National Packaging Corporation,A,RENT,09-08-2021,12-08-2021,12-08-2021,Fully Paid,12-09-2021,513593,car,A4, 36 months,Verified,90000.0,0.0488,221.28,0.0859,7000,20,7966
485072,OH,INDIVIDUAL,3 years,RED ROBIN,B,MORTGAGE,10-02-2021,13-03-2021,13-03-2021,Fully Paid,13-04-2021,617861,educational,B1, 36 months,Not Verified,40000.0,0.0516,386.53,0.0988,12000,13,13916
444786,NM,INDIVIDUAL,4 years,Digital Arts and Technology Academy,A,MORTGAGE,09-09-2021,12-10-2021,12-10-2021,Fully Paid,12-11-2021,534654,Debt consolidation,A4, 36 months,Not Verified,46800.0,0.0287,410.94,0.0859,13000,20,14783
818712,OH,INDIVIDUAL,3 years,Midmark Corp.,D,MORTGAGE,11-07-2021,14-04-2021,14-04-2021,Fully Paid,14-05-2021,1026720,Debt consolidation,D4, 60 months,Verified,56000.0,0.2443,371.91,0.1689,15000,28,20458
785135,WA,INDIVIDUAL,< 1 year,Ecology Associate Advocate,C,RENT,11-06-2021,16-03-2021,12-04-2021,Fully Paid,12-05-2021,988405,major purchase,C4, 36 months,Verified,24000.0,0.049,414.76,0.1479,12000,4,13209
627014,CA,INDIVIDUAL,2 years,Equity Residential,A,RENT,10-12-2021,15-08-2021,12-03-2021,Fully Paid,12-04-2021,803449,Debt consolidation,A4, 36 months,Not Verified,51600.0,0.05,261.44,0.0654,8525,10,8890
881531,TX,INDIVIDUAL,3 years,Rockwell Collins,B,MORTGAGE,11-09-2021,15-12-2021,15-05-2021,Fully Paid,15-06-2021,1096606,other,B4, 60 months,Verified,154008.0,0.15,85.34,0.1242,3800,44,5016
455153,MI,INDIVIDUAL,4 years,delaware north co.,D,MORTGAGE,09-11-2021,12-06-2021,12-01-2021,Charged Off,12-02-2021,564333,Debt consolidation,D3, 36 months,Not Verified,36000.0,0.2187,330.75,0.1531,9500,14,8772
838763,PA,INDIVIDUAL,6 years,Rapid IT Inc,C,RENT,11-08-2021,16-05-2021,13-10-2021,Fully Paid,13-11-2021,1048880,Debt consolidation,C3, 36 months,Not Verified,60000.0,0.0524,512.6,0.1399,15000,18,18140
610353,IL,INDIVIDUAL,6 years,SimplexGrinnell,A,MORTGAGE,10-11-2021,14-05-2021,14-04-2021,Fully Paid,14-05-2021,782764,credit card,A3, 60 months,Not Verified,53000.0,0.1078,140.26,0.0617,11200,22,8192
840726,GA,INDIVIDUAL,5 years,SunTrust Bank,A,MORTGAGE,11-08-2021,16-05-2021,14-01-2021,Fully Paid,14-02-2021,1051152,Debt consolidation,A5, 60 months,Verified,100000.0,0.1568,246.15,0.0849,12000,41,13969
557549,MD,INDIVIDUAL,1 year,Pro-Telligent,D,MORTGAGE,10-08-2021,16-04-2021,15-06-2021,Fully Paid,15-07-2021,717847,other,D5, 60 months,Not Verified,96504.0,0.1942,122.45,0.1632,5000,27,7342
765735,AL,INDIVIDUAL,3 years,"EPL, Inc.",A,MORTGAGE,11-05-2021,15-12-2021,14-06-2021,Fully Paid,14-07-2021,966668,Debt consolidation,A4, 36 months,Not Verified,183000.0,0.0624,31.11,0.0749,1000,27,1120
482644,PA,INDIVIDUAL,1 year,"McTish, Kunkel & Associates",B,MORTGAGE,10-02-2021,16-01-2021,10-05-2021,Fully Paid,10-06-2021,613980,home improvement,B4, 36 months,Not Verified,70000.0,0.1704,327.36,0.1099,10000,22,10268
603303,VA,INDIVIDUAL,4 years,CarMax,D,RENT,10-11-2021,16-05-2021,13-11-2021,Fully Paid,13-12-2021,774118,Debt consolidation,D5, 36 months,Verified,78000.0,0.2245,873.63,0.1557,25000,26,31452
579900,IL,INDIVIDUAL,1 year,Sara Lee,D,MORTGAGE,10-09-2021,15-04-2021,15-03-2021,Fully Paid,15-04-2021,745518,Debt consolidation,D4, 60 months,Verified,50000.0,0.06,233.2,0.1595,9600,10,13919
601573,WA,INDIVIDUAL,10+ years,General Pacific Building maintenance,B,MORTGAGE,10-10-2021,16-05-2021,13-11-2021,Fully Paid,13-12-2021,771918,home improvement,B2, 36 months,Not Verified,84000.0,0.1583,134.05,0.0925,4200,23,4826
788280,FL,INDIVIDUAL,< 1 year,Palm Beach Gardens Medical Center,D,MORTGAGE,11-06-2021,16-05-2021,12-05-2021,Charged Off,12-06-2021,991953,Debt consolidation,D5, 60 months,Not Verified,105000.0,0.0423,307.06,0.1749,12225,21,6932
537568,VA,INDIVIDUAL,8 years,TPMG,B,RENT,10-07-2021,16-05-2021,13-07-2021,Fully Paid,13-08-2021,694388,other,B4, 36 months,Source Verified,22884.0,0.0829,197.83,0.1149,6000,4,7122
713889,NC,INDIVIDUAL,3 years,Time Investment Corp,D,RENT,11-04-2021,13-02-2021,13-02-2021,Fully Paid,13-03-2021,907205,other,D3, 36 months,Not Verified,36000.0,0.0747,184.46,0.1528,5300,15,6326
495954,VA,INDIVIDUAL,1 year,Digital Intelligence Systems,A,RENT,10-03-2021,16-04-2021,12-03-2021,Fully Paid,12-04-2021,635375,credit card,A2, 36 months,Not Verified,56000.0,0.1176,200.01,0.0676,6500,18,7011
447273,FL,INDIVIDUAL,6 years,Oral Facial Surgical Associates,A,RENT,09-10-2021,12-10-2021,12-10-2021,Fully Paid,12-11-2021,541894,Debt consolidation,A5, 36 months,Not Verified,37000.0,0.0451,285.95,0.0894,9000,19,10294
846275,NJ,INDIVIDUAL,6 years,MILLBURN MEDICAL IMAGING,A,RENT,11-08-2021,13-04-2021,13-03-2021,Fully Paid,13-04-2021,1057651,Debt consolidation,A5, 36 months,Verified,41000.0,0.25,473.45,0.0849,15000,36,16451
392890,MN,INDIVIDUAL,< 1 year,University of Minnesota,A,RENT,09-04-2021,16-04-2021,12-05-2021,Fully Paid,12-06-2021,430151,Debt consolidation,A2, 36 months,Not Verified,18460.0,0.0455,86.56,0.0768,2775,12,3116
260597,VA,INDIVIDUAL,< 1 year,The Winchester Star,B,RENT,08-02-2021,12-06-2021,11-03-2021,Fully Paid,11-04-2021,260569,Debt consolidation,B2, 36 months,Not Verified,25200.0,0.0543,192.93,0.0976,6000,8,6945
789121,SC,INDIVIDUAL,3 years,Roper Hospital,A,MORTGAGE,11-06-2021,14-07-2021,14-07-2021,Fully Paid,14-08-2021,992957,home improvement,A4, 36 months,Verified,115000.0,0.08,777.55,0.0749,25000,39,27991
847265,WA,INDIVIDUAL,8 years,West Corp,C,MORTGAGE,11-08-2021,16-05-2021,13-06-2021,Fully Paid,13-07-2021,1058733,credit card,C1, 36 months,Not Verified,52000.0,0.1904,131.39,0.1299,3900,16,4569
459675,CA,INDIVIDUAL,< 1 year,FedEx Home Delivery,C,RENT,09-11-2021,13-02-2021,13-01-2021,Fully Paid,13-02-2021,573185,other,C4, 36 months,Not Verified,36000.0,0.0893,273.1,0.1392,8000,17,10157
967350,FL,INDIVIDUAL,8 years,Bouchard Insurance,B,MORTGAGE,11-09-2021,13-02-2021,12-08-2021,Charged Off,12-09-2021,1188277,Debt consolidation,B3, 36 months,Not Verified,39000.0,0.1954,185.23,0.1171,5600,29,2090
374171,LA,INDIVIDUAL,< 1 year,,B,OWN,09-01-2021,15-10-2021,12-01-2021,Fully Paid,12-02-2021,395054,Debt consolidation,B3, 36 months,Verified,38000.0,0.2308,198.09,0.1158,6000,20,7127
508798,PA,INDIVIDUAL,2 years,Comcast,C,MORTGAGE,10-05-2021,16-05-2021,12-11-2021,Fully Paid,12-12-2021,656548,Debt consolidation,C1, 36 months,Verified,76596.0,0.0802,805.59,0.1273,24000,16,28725
87023,MA,INDIVIDUAL,< 1 year,Evergreen Center,E,OWN,07-06-2021,10-06-2021,10-06-2021,Fully Paid,10-07-2021,86999,Debt consolidation,E2, 36 months,Not Verified,22000.0,0.1429,255.43,0.1375,7500,8,9195
325397,OR,INDIVIDUAL,3 years,Northwest Evaluation Association,D,RENT,08-06-2021,16-05-2021,08-09-2021,Charged Off,08-10-2021,325390,Debt consolidation,D2, 36 months,Not Verified,59000.0,0.1881,252.42,0.1292,7500,44,757
661996,KS,INDIVIDUAL,4 years,US AgBank,B,RENT,11-02-2021,16-05-2021,14-03-2021,Fully Paid,14-04-2021,846596,small business,B5, 36 months,Not Verified,60000.0,0.0846,321.36,0.1111,9800,22,11569
826973,MO,INDIVIDUAL,2 years,China Ocean Shipping Co.,B,MORTGAGE,11-07-2021,14-03-2021,12-08-2021,Fully Paid,12-09-2021,1035892,Debt consolidation,B4, 36 months,Not Verified,80000.0,0.225,82.43,0.1149,2500,12,2749
830871,TX,INDIVIDUAL,10+ years,The Salvation Army,B,MORTGAGE,11-07-2021,16-05-2021,13-12-2021,Fully Paid,13-01-2022,1040049,Debt consolidation,B1, 36 months,Not Verified,39000.0,0.0935,258.1,0.0999,8000,24,9217
619342,MN,INDIVIDUAL,4 years,holiday inn express,D,RENT,10-11-2021,16-05-2021,12-01-2021,Charged Off,12-02-2021,793828,car,D4, 60 months,Source Verified,65000.0,0.0462,100.36,0.152,4200,8,1234
734340,VA,INDIVIDUAL,4 years,Freddie Mac,D,RENT,11-04-2021,16-05-2021,14-03-2021,Fully Paid,14-04-2021,930846,Debt consolidation,D4, 60 months,Verified,96000.0,0.1602,482.65,0.1565,20000,27,26995
608674,IL,INDIVIDUAL,10+ years,City Of Chicago Fire Dept,D,MORTGAGE,10-11-2021,11-05-2021,11-05-2021,Fully Paid,11-06-2021,780801,credit card,D3, 60 months,Not Verified,100000.0,0.1709,355.52,0.1483,15000,26,16080
816605,LA,INDIVIDUAL,2 years,Coastal Engineering Consultants,D,MORTGAGE,11-07-2021,15-12-2021,15-02-2021,Fully Paid,15-03-2021,1024365,credit card,D4, 60 months,Source Verified,45000.0,0.0576,247.94,0.1689,10000,11,14377
641969,TX,INDIVIDUAL,6 years,Pearson,B,MORTGAGE,11-01-2021,12-03-2021,12-03-2021,Fully Paid,12-04-2021,821732,Debt consolidation,B1, 36 months,Source Verified,121000.0,0.0983,412.68,0.0888,13000,25,14127
711710,CA,INDIVIDUAL,10+ years,stater brothers,F,MORTGAGE,11-03-2021,16-05-2021,16-04-2021,Fully Paid,16-05-2021,904695,small business,F1, 60 months,Verified,85179.91,0.1469,893.54,0.1825,35000,19,53612
801934,FL,INDIVIDUAL,10+ years,Ace Hardware of New Smyrna Beach,C,MORTGAGE,11-07-2021,14-10-2021,12-09-2021,Charged Off,12-10-2021,1007553,small business,C1, 36 months,Verified,52000.0,0.1625,980.36,0.1299,29100,17,14821
490390,FL,INDIVIDUAL,10+ years,,C,OWN,10-03-2021,13-04-2021,13-04-2021,Fully Paid,13-05-2021,626134,other,C2, 36 months,Not Verified,120775.0,0.2073,506.18,0.1311,15000,26,18264
852787,FL,INDIVIDUAL,5 years,Mercantil Commercebank,A,OWN,11-08-2021,16-05-2021,11-11-2021,Charged Off,11-12-2021,1064904,Debt consolidation,A5, 36 months,Not Verified,50000.0,0.0288,261.98,0.0849,8300,16,879
1045045,MO,INDIVIDUAL,< 1 year,SSM Integrated Health Technologies,F,MORTGAGE,11-12-2021,16-05-2021,12-10-2021,Charged Off,12-11-2021,1275442,Debt consolidation,F5, 60 months,Verified,100000.0,0.1584,973.64,0.2235,35000,44,23898
1018065,TX,INDIVIDUAL,5 years,L3 Communications,A,MORTGAGE,11-11-2021,16-05-2021,12-09-2021,Fully Paid,12-10-2021,1246252,Debt consolidation,A1, 36 months,Verified,42000.0,0.1734,164.36,0.0603,5400,61,5640
1033487,CA,INDIVIDUAL,2 years,BankofAmerica,B,RENT,11-11-2021,13-09-2021,13-09-2021,Fully Paid,13-10-2021,1263061,Debt consolidation,B3, 36 months,Source Verified,50000.0,0.1584,211.69,0.1171,6400,13,7386
628354,NC,INDIVIDUAL,3 years,isoTree LLC,A,RENT,10-12-2021,13-09-2021,13-05-2021,Fully Paid,13-06-2021,805163,medical,A4, 36 months,Verified,40000.0,0.0069,473.81,0.0654,21000,9,16832
806636,TX,INDIVIDUAL,2 years,Turbine Air Systems,F,RENT,11-07-2021,16-05-2021,16-05-2021,Current,16-06-2021,1012837,Debt consolidation,F5, 60 months,Not Verified,72000.0,0.1612,527.45,0.2174,19200,15,30536
991544,NY,INDIVIDUAL,6 years,SHAKER FLATS LANDSCAPING,B,OWN,11-10-2021,16-04-2021,14-10-2021,Fully Paid,14-11-2021,1215774,other,B5, 36 months,Not Verified,78000.0,0.1766,150.96,0.1269,4500,25,5433
788865,FL,INDIVIDUAL,10+ years,dept of homeland security,D,MORTGAGE,11-06-2021,16-04-2021,14-06-2021,Fully Paid,14-07-2021,992661,Debt consolidation,D3, 36 months,Verified,100000.0,0.1034,566.4,0.1649,16000,18,20410
854545,TX,INDIVIDUAL,< 1 year,Faith Community Hospice,B,MORTGAGE,11-08-2021,14-09-2021,14-09-2021,Fully Paid,14-10-2021,1066798,Debt consolidation,B2, 36 months,Source Verified,60000.0,0.0636,253.86,0.1059,7800,33,9139
563608,OK,INDIVIDUAL,10+ years,United States Army,C,MORTGAGE,10-08-2021,16-05-2021,15-07-2021,Fully Paid,15-08-2021,725247,small business,C3, 60 months,Source Verified,72000.0,0.1761,186.07,0.1398,8000,19,11177
889781,WA,INDIVIDUAL,3 years,Safeway,F,MORTGAGE,11-09-2021,12-05-2021,12-05-2021,Fully Paid,12-06-2021,1106345,other,F2, 36 months,Verified,110400.0,0.242,370.63,0.2128,9800,46,10941
838863,KY,INDIVIDUAL,7 years,duro  dag,B,RENT,11-08-2021,14-08-2021,14-08-2021,Fully Paid,14-09-2021,1048986,Debt consolidation,B1, 36 months,Not Verified,42000.0,0.1451,80.66,0.0999,2500,16,2904
1058615,NY,INDIVIDUAL,6 years,Main Street Radiology,A,RENT,11-12-2021,16-04-2021,14-12-2021,Fully Paid,14-01-2022,1290210,Debt consolidation,A5, 36 months,Not Verified,100000.0,0.1294,381.04,0.089,12000,20,13717
645278,FL,INDIVIDUAL,10+ years,United Airlines,A,MORTGAGE,11-01-2021,11-04-2021,11-04-2021,Fully Paid,11-05-2021,825684,credit card,A4, 36 months,Verified,132000.0,0.0945,674.68,0.0654,22000,26,22351
757381,NJ,INDIVIDUAL,10+ years,NYC DOE,B,RENT,11-05-2021,16-01-2021,16-02-2021,Fully Paid,16-03-2021,957415,medical,B3, 60 months,Source Verified,89000.0,0.1861,86.95,0.1099,4000,34,5210
440642,FL,INDIVIDUAL,10+ years,Verizon Communications,C,MORTGAGE,09-09-2021,16-05-2021,11-07-2021,Fully Paid,11-08-2021,533859,Debt consolidation,C1, 36 months,Verified,65000.0,0.1152,538.14,0.1287,16000,15,18800
803146,NY,INDIVIDUAL,3 years,National Park Service,A,RENT,11-07-2021,14-07-2021,14-07-2021,Fully Paid,14-08-2021,1008880,other,A2, 36 months,Not Verified,55000.0,0.2149,45.63,0.0599,1500,12,1643
469382,WY,INDIVIDUAL,4 years,"McKee, Marburger, & Fagnant P.C. CPA",A,MORTGAGE,09-12-2021,16-04-2021,13-01-2021,Fully Paid,13-02-2021,591919,credit card,A5, 36 months,Not Verified,45000.0,0.1077,381.26,0.0894,12000,14,13726
573735,NY,INDIVIDUAL,3 years,Covenant House,C,RENT,10-09-2021,16-04-2021,15-02-2021,Fully Paid,15-03-2021,737966,moving,C3, 60 months,Not Verified,120000.0,0.0911,232.58,0.1398,10000,31,13896
92440,MA,INDIVIDUAL,7 years,MetraTech Corp,A,MORTGAGE,07-07-2021,07-06-2021,10-07-2021,Fully Paid,10-08-2021,92423,vacation,A2, 36 months,Not Verified,95000.0,0.0383,155.38,0.0743,5000,16,5594
576665,LA,INDIVIDUAL,2 years,LSUHSC-S,C,MORTGAGE,10-09-2021,12-11-2021,12-10-2021,Fully Paid,12-11-2021,741625,Debt consolidation,C2, 36 months,Verified,19200.0,0.0363,161.45,0.1361,4750,7,5693
